probabilities,true_labels
0.7706821,1
0.7384437,1
0.8662886,0
0.75461376,1
0.87777096,1
0.34125915,1
0.73030365,0
0.09300426,0
0.22340494,0
0.082520105,0
0.8457601,1
0.22985007,0
0.29002178,0
0.025874551,0
0.19619974,1
0.62386405,0
0.29175967,0
0.8681115,1
0.18873166,0
0.31258348,1
0.49350768,0
0.2348435,0
0.12720525,0
0.73593295,1
0.8394477,0
0.75017965,1
0.732778,0
0.0044230204,0
0.356756,0
0.45498827,0
0.2952762,0
0.7140275,1
0.63231915,1
0.77911544,1
0.12271886,0
0.50981396,1
0.70366824,1
0.834361,1
0.82311875,1
0.84384567,1
0.4178472,1
0.824418,1
0.8369098,0
0.831772,1
0.35146526,0
0.10001012,0
0.001985319,0
0.6126567,1
0.8322387,1
0.7835263,1
0.32170433,0
0.7216429,0
0.62003684,0
0.7228067,0
0.11880131,0
0.1186271,0
0.3010239,0
0.052193534,0
0.8449578,1
0.2283549,0
0.20877157,0
0.22715512,0
0.80778795,1
0.1409927,1
0.13612698,0
0.73860896,1
0.8795203,1
0.020104485,0
0.035036374,0
0.33843186,1
0.12219075,0
0.27605706,1
0.3111312,0
0.23174681,0
0.80632466,0
0.8371485,1
0.61856616,0
0.0252818,0
0.5876152,0
0.7935284,1
0.15010199,0
0.07572399,0
0.6263534,0
0.056672525,0
0.5143892,0
0.5785168,1
0.014138237,0
0.2970807,1
0.23642819,0
0.09709601,0
0.16036594,0
0.36238325,1
0.7529837,0
0.011272449,0
0.20360205,0
0.56247544,1
0.6832519,0
0.23067738,1
0.13923106,0
0.029152159,0
0.33140314,0
0.13106422,0
0.05330058,0
0.15485564,0
0.14321926,0
0.34201285,1
0.6425524,1
0.32192528,0
0.8628486,1
0.16558264,0
0.6295066,1
0.65396416,1
0.4976635,1
0.8665202,0
0.36862826,1
0.17392531,0
0.12919393,0
0.025231877,0
0.24024583,0
0.75587577,0
0.2844399,1
0.2758757,0
0.045536164,0
0.18074086,0
0.1404592,0
0.1451049,0
0.3149721,0
0.06412592,1
0.8753229,1
0.5308567,0
0.7323852,1
0.3252155,0
0.18604088,0
0.8826811,0
0.68872404,1
0.54955804,1
0.32213593,0
0.9401175,1
0.8425858,1
0.52185535,0
0.12719975,1
0.039618976,0
0.74383694,0
0.0083772475,0
0.014418556,0
0.4109337,0
0.42564473,0
0.02942208,0
0.84121704,1
0.05448389,0
0.14222464,0
0.12618263,0
0.5053038,0
0.8614341,1
0.83097696,1
0.6445509,0
0.6576725,1
0.84098554,1
0.076582015,0
0.025040405,0
0.55253404,0
0.2730729,1
0.13991883,0
0.062291678,0
0.17741129,0
0.77999395,1
0.7643951,1
0.91485685,1
0.8757363,1
0.8735671,1
0.8338668,1
0.30588254,0
0.06067064,0
0.29464814,0
0.3236994,0
0.623383,1
0.1712583,0
0.6998337,1
0.20259947,0
0.87662107,1
0.805868,1
0.20149346,0
0.64931244,0
0.63213503,0
0.42881405,0
0.50307804,0
0.7590631,1
0.35063785,0
0.8397299,0
0.022510326,0
0.8420263,0
0.82021695,0
0.8364087,0
0.8850387,1
0.8441978,1
0.7728463,1
0.3724053,0
0.47151306,1
0.84374136,1
0.8611864,0
0.51723874,0
0.11248982,0
0.08251294,0
0.32150584,0
0.19131972,0
0.8671655,0
0.88164353,1
0.6328368,0
0.14506926,0
0.81517684,0
0.7465049,1
0.80701375,1
0.129898,0
0.66648006,1
0.17310093,0
0.6064616,0
0.2131005,0
0.07537491,0
0.44726866,0
0.28653046,0
0.2816334,1
0.5975463,0
0.23981163,0
0.07503951,0
0.18774495,0
0.727673,1
0.7732072,0
0.84429246,1
0.8553506,1
0.5540843,1
0.056511804,0
0.088445164,0
0.762528,1
0.1251651,0
0.020321092,0
0.75333476,1
0.7433852,1
0.56176436,0
0.76548177,1
0.39441776,0
0.124097236,0
0.775246,1
0.15060596,0
0.30241233,0
0.28978688,0
0.16529012,0
0.19615853,0
0.120444626,0
0.61038965,0
0.56793606,0
0.21635985,0
0.26203874,0
0.34038067,0
0.17058538,1
0.75871986,1
0.34361747,0
0.20559514,0
0.34075168,1
0.08633301,0
0.5889253,1
0.82391363,1
0.5387977,0
0.6449305,0
0.8483259,1
0.02854421,0
0.8571341,1
0.6468975,1
0.6610452,1
0.09703057,0
0.072515965,0
0.89896315,1
0.12034971,0
0.17100085,0
0.1348584,0
0.6803191,0
0.11176101,0
0.058348995,0
0.61257845,1
0.82758904,1
0.1012022,0
0.738351,1
0.5909876,1
0.5281277,1
0.88562244,0
0.17878178,0
0.018396763,0
0.23166919,0
0.5995678,0
0.3089,1
0.84182537,0
0.22964327,1
0.9102389,1
0.07667028,0
0.2077661,0
0.08245827,0
0.29469147,0
0.77159095,1
0.7602941,1
0.7547949,0
0.11607068,0
0.84141743,1
0.17334242,1
0.5460342,1
0.26699328,0
0.87101203,1
0.9020767,1
0.24796106,0
0.31240532,0
0.14483307,0
0.83339405,1
0.6561684,1
0.8590131,0
0.66117036,1
0.0802099,0
